App_Name,CPU_Usage,Memory_Usage,Battery_Level,Temperature,Disk_Space,Network_Signal,App_Version,Error_Logs,Device_Model,Session_Time,Num_App_Crashes,Duration_Since_Last_Charge,App_Usage_Level,Crash_Label
Facebook,51.286287937699115,55.95138972132896,36.33393140624216,48.46071263542467,404.36448806569916,44.69418344422406,2.0,0,Model_B,74.30398814630013,1,32.288115766036874,Medium,0.0
Twitter,84.4797581188146,66.97551156475771,96.37455512530546,74.69294086710973,23.97599166000259,18.938183695396948,1.0,0,Model_C,79.71609934668585,0,1.832612677527603,Medium,0.0
Uber,7.960507699250563,81.10628190368931,48.78266561833769,23.358815536746633,8.773923885164209,2.588622878068436,1.2,1,Model_B,227.10325736848955,3,38.51834155393777,Medium,0.0
Google Maps,70.69563184934226,100.0,14.243272236766915,57.90573938753941,375.03932584252624,0.8229432102526246,1.1,1,Model_B,29.88148717988419,0,12.29819325602777,Medium,1.0
Telegram,65.43464596528577,76.47461687360716,41.91758885559005,59.06749263900591,399.794337946483,41.67379854177835,1.2,0,Model_C,126.4912765723137,2,22.49537829308031,High,1.0
Facebook,87.25199518293624,64.52999071041405,100.0,72.34301176958692,253.7625664646506,29.63093044717553,1.1,0,Model_A,135.07216248637832,2,35.76139863267648,Low,0.0
Lyft,24.414756050690723,73.16511538697202,64.84125029770887,31.552511244003153,162.75076560055754,11.508193026190805,1.0,1,Model_C,125.7020163102782,0,8.357431906662267,Low,0.0
Uber,45.010985868502964,100.0,86.62660499035242,48.77775789997511,121.06400214280222,17.21754043936221,1.0,1,Model_B,109.469552905271,1,43.33377929178596,High,0.0
Lyft,92.58273744435174,100.0,23.766616682874396,78.96135958929905,59.91828471139149,34.990598629237404,1.1,1,Model_B,175.2029411449928,1,6.515368239864399,Medium,0.0
Snapchat,65.99934501353172,100.0,36.418280209867035,58.53348173082906,247.92584673172877,68.66301550301498,1.2,1,Model_C,232.02352957648054,2,39.0138269863563,Low,0.0
Facebook,38.87684128615969,54.49526701095877,94.65304677546015,38.81437392986163,251.43763556172587,60.95879516581484,1.0,0,Model_B,29.061044681112627,2,19.137320690210984,High,0.0
Twitter,13.141238285526846,87.13833824911788,42.994568033700936,27.063507483977645,233.45190461606734,7.99553307102302,1.2,0,Model_A,72.24033118789008,1,7.879227887349854,High,0.0
Google Maps,26.248500790059104,79.56835328746747,21.091328575487317,36.65412025775497,398.47045061032236,14.302655366611216,1.0,0,Model_A,95.17388926024778,4,41.73774698609419,High,1.0
Slack,58.121547748938326,91.59804652689837,46.638691350752595,48.39920035691142,51.08575243549927,90.84029867181886,1.0,0,Model_C,109.97757396846643,1,35.15217270756465,Medium,1.0
Google Maps,71.81679475605137,95.68938649394408,32.41276547872797,64.53462771646478,343.04513228793735,7.108125261950637,1.2,1,Model_B,206.42098477565656,1,11.021688883570926,Medium,0.0
Netflix,12.442188685189349,59.63593220786127,70.43608785888088,26.340320265621354,205.60246932479453,19.887278389438524,1.1,0,Model_A,170.28972812819384,3,31.93070365622591,Medium,0.0
Google Maps,59.9597260044054,100.0,80.6783379242074,56.106987957092485,123.36634190051973,31.794217932087363,1.1,1,Model_C,225.8591032695916,1,7.485502761713086,Low,0.0
Discord,55.0351278838751,100.0,70.49412254639375,52.152207648702166,348.9761852817787,23.011906776430024,1.1,0,Model_B,86.8581942793679,1,46.825021368556065,Medium,0.0
Spotify,51.3955446690708,36.66071382416361,35.26007147504622,48.57700742860187,101.21108421735312,29.08383369845502,1.1,1,Model_A,102.93329070342484,1,26.330975769952772,Medium,1.0
Slack,69.01231176820079,81.35489294184302,6.4963831019467415,61.0744121530247,118.22950071428903,72.77404240384867,1.2,0,Model_A,83.55996556209016,0,7.219084064987907,Medium,1.0
Instagram,83.74495950834618,100.0,39.93674639827506,68.72021491976035,511.2553747185586,9.501314068713118,2.0,1,Model_A,23.559086172900905,0,3.1736912935379635,Low,1.0
Telegram,32.298968317686835,26.09089065460801,97.29413663260327,38.30663806576752,454.99838776154195,35.22334011815843,1.2,0,Model_B,115.5573369380065,1,30.20457493873147,Low,0.0
WhatsApp,88.90121901109595,85.52917615033311,59.85703865624849,70.69947737073142,356.9352286241642,61.17292904814978,2.0,0,Model_C,142.7333211784419,1,30.942505493026736,Low,0.0
Twitter,16.063361261855068,16.454285313515385,41.024079111978544,31.248341714764766,161.67053202957533,4.88409527022835,1.0,1,Model_A,115.16132761046194,0,46.98845137999177,Low,0.0
Facebook,17.302386975116434,17.896692977095093,11.434086909044133,34.09182780912828,274.7997947453353,4.429467740675919,1.0,0,Model_B,198.33546947352616,1,23.84295350062108,Medium,0.0
Spotify,26.67720636239239,100.0,55.18938861622401,33.386491250462754,64.82728713274713,49.85674876872109,2.0,1,Model_B,72.59521581147024,1,16.279534890963788,Medium,0.0
Twitter,11.953086954707782,49.48651515620055,76.64228081071835,26.82140703046814,170.98317780458694,89.98245484695201,1.0,0,Model_B,216.48154212466923,1,34.08519680707407,High,0.0
Facebook,23.031922468287757,,35.689424408311574,30.533571684721736,34.800914529051056,44.4768449088959,1.2,1,Model_B,44.7681418987314,0,38.51042370809628,Low,0.0
Telegram,10.64117629028446,14.68711582920427,67.84163679330409,27.54880683920205,312.48298569009694,40.664466013332124,2.0,1,Model_C,157.86164925387868,3,32.95059359102518,Medium,0.0
YouTube,82.17524169853904,46.97309737219179,57.146931008234105,69.97787413034452,439.0378197517814,1.0157793471438525,1.0,1,Model_B,109.80630986425616,0,35.67927824230233,Low,0.0
YouTube,,,83.61879863570869,26.601251648569864,414.4902661616303,73.27113825115245,1.2,0,Model_C,122.15181525392167,2,33.230816607746775,Low,0.0
Lyft,74.72975575598568,93.33218640103513,89.26249567386108,64.58960650215681,438.3136097523185,16.408514531983354,2.0,1,Model_A,89.09534376828385,2,8.341379459231838,Low,0.0
Twitter,4.791386791333374,3.358427810980934,46.74209406407763,25.47065888788274,89.39505591308438,69.84936499137511,1.2,1,Model_B,40.93306330907769,0,38.909248708259526,Medium,0.0
YouTube,94.85203275139152,100.0,100.0,72.08910493983551,332.8433210614558,34.85062601371156,2.0,0,Model_B,44.77974714984657,0,30.03173379482818,High,0.0
Discord,71.11600875277662,78.73847881623672,74.48856308337315,58.79413551596085,489.8519235540179,4.498852237499207,1.2,0,Model_A,26.908860463172495,2,18.793149277109016,Medium,0.0
Slack,0.6796548586111784,45.184049074447984,16.27343887146642,22.15329671749607,401.0245962606957,32.79007108021836,1.0,1,Model_B,52.765209981910346,2,31.828883559838165,Low,0.0
Facebook,76.3856500200214,100.0,96.00614638379807,65.99482354933457,1.7358739444180742,65.9560336779928,2.0,1,Model_B,4.475381019869635,0,40.64358455223228,High,0.0
Lyft,51.40819207661853,25.928595682248805,59.30480583000257,50.63441514761751,451.74098511590984,76.83386545405332,2.0,0,Model_A,13.613194426151765,1,41.38799441399974,Low,0.0
Google Maps,77.93651703351198,99.3993749169446,95.86704915210525,69.59086787998652,361.3592831975906,63.554410141043505,1.1,1,Model_B,89.91315476752473,0,16.02289928779151,Low,0.0
Facebook,52.249680889058844,83.96889511446892,27.706194076472713,53.46311045467546,62.495772631110185,71.10607823097928,1.2,0,Model_B,0.8267356795544778,2,5.667332257496117,Low,0.0
Lyft,64.10248576353547,67.69919078313754,61.89195860450619,63.60680362115278,160.67716234754204,23.591412314657155,1.0,1,Model_B,215.40285722467212,4,10.716767757239339,Low,0.0
Telegram,78.63316553950405,100.0,100.0,69.86470912476685,60.16758391393512,96.52481791410358,2.0,0,Model_A,207.3810082976906,2,29.13236815132823,Medium,0.0
Twitter,40.51080545878567,56.82494223634427,32.20113710310977,45.88365981408858,373.66297487218065,22.69104971822893,1.0,1,Model_C,174.01110660459744,0,24.792816636108718,Low,0.0
Telegram,0.2708149820452088,71.63114376179976,63.51064674102683,20.000606902821982,1.8042298419816802,17.009908014685138,1.1,1,Model_C,210.95514907544452,0,23.72522933687533,Low,0.0
Slack,84.99464959451885,68.00997799128344,63.83742480441072,70.56429981730298,237.8353568808542,24.98117433542869,2.0,1,Model_C,222.23170873992598,0,14.559939291130192,Medium,0.0
Slack,38.08903626246626,100.0,71.27018407922418,42.84370146219678,511.9021944040059,97.20551775380132,2.0,1,Model_B,83.47516738597886,0,3.632464643309582,Low,0.0
Spotify,49.60427260165831,100.0,81.8743653884545,50.43150312693786,435.7788330668051,6.495362094613966,1.2,0,Model_A,96.26999317670086,1,14.447337191347138,Low,0.0
Telegram,0.7766642153968717,,61.811582222925516,16.84580558502292,300.6575178331556,77.34452950513395,2.0,0,Model_B,222.96986676225856,0,33.211133704825116,Low,0.0
Netflix,49.2092010350098,100.0,43.04315275533581,50.31630286257258,355.2942817474526,10.528650320634236,1.2,1,Model_C,132.81085731585557,0,29.855479961853412,Medium,0.0
Google Maps,98.64874015717295,100.0,52.8751126788196,78.4592646141826,309.0630609471087,77.32914446850218,1.0,1,Model_C,152.6031341445813,0,13.278004260709125,Medium,0.0
Uber,27.826766081876965,79.49462759996196,49.45536521717932,37.76721209481525,415.1531247916525,27.702404915813194,1.2,0,Model_A,206.2764198223669,0,37.05214885846863,Medium,0.0
Telegram,39.541827024237804,100.0,28.501000880384982,41.992070296196644,453.6242297123988,72.66231485403918,1.1,0,Model_A,237.93710092635314,3,46.032156593628656,Medium,0.0
Spotify,68.71899964686766,45.967704318727755,59.37001566846573,59.25312461000814,392.4953000819001,4.900059883185448,1.2,1,Model_A,143.2517219313723,0,12.12283122185111,Medium,0.0
Snapchat,81.47936675236586,54.84419661099648,16.125848794786975,69.579763018998,93.16481512734777,33.45954136901755,1.0,1,Model_C,205.89581970009388,0,37.76036433741251,High,0.0
Discord,41.73916240061003,52.06347195829481,26.977563727205204,46.475308755267285,190.7309562463543,46.46244830447568,1.2,1,Model_B,216.8145789062345,2,37.74900880966602,Medium,0.0
Facebook,30.966887040129254,56.47774435450444,21.25046636482047,36.76832994809296,401.61700462220244,2.067506773211125,2.0,0,Model_A,234.79729010697324,1,25.652995901793517,High,0.0
Slack,93.7825799985067,94.37253305352783,71.35509324612693,80.22716955026088,421.4669209910533,18.084834623097457,1.2,1,Model_B,54.44749738155287,1,0.4813172543775437,Medium,0.0
Snapchat,67.71449666716693,90.21765660129012,53.80599348834968,64.56574625835003,321.94699992790044,16.879812951280947,2.0,1,Model_B,118.18010776499017,1,14.124568306565312,Medium,1.0
Spotify,11.902130449314107,27.635561659848012,44.41493284187122,22.394299599818808,365.64235317230646,48.14017122429026,2.0,1,Model_B,96.3623655856186,0,1.8775538080637197,Medium,1.0
Lyft,6.892787813464862,73.40956427818773,38.75543617565455,,89.34326422042597,13.317301152442306,2.0,0,Model_C,1.4738197547729737,1,19.6149302672036,Medium,0.0
Uber,48.35498507903691,25.66866444659992,41.558372214863034,49.36161362083155,190.8048932768353,97.7169982070833,1.2,1,Model_C,32.98762259683948,0,27.312327516500872,Low,0.0
Google Maps,22.009006604727244,46.10448388007433,43.011777552008276,34.31771800386182,273.7337761335478,88.69298075015412,2.0,0,Model_C,18.32379895330312,1,21.009269685656626,Low,0.0
Google Maps,25.39847533762535,32.53877615645087,33.72402624097789,,503.65870388197675,22.43362797878219,1.2,0,Model_C,168.08073983519463,0,33.31057626887747,Low,0.0
Google Maps,87.76921788278483,100.0,72.00758314569725,73.08421356984641,409.19838220064446,23.42100007971929,1.0,1,Model_A,232.20886693008796,0,11.28568509201385,Medium,0.0
Discord,8.956602431631067,94.01866680980713,16.952403097209263,25.024738676035,98.62132214070783,94.742749126373,2.0,1,Model_A,59.67244039401524,1,3.745819403175002,High,0.0
Uber,71.53641152288897,31.24063952226699,55.46338788620043,59.507740987964524,180.43214870750109,29.954423340999558,1.0,0,Model_B,208.19668859332018,1,8.108792363038816,Medium,1.0
Discord,27.114225338058805,100.0,50.825717459908674,31.51235501639844,111.05192592894281,42.328890903319675,1.2,1,Model_A,222.39519584381256,0,12.832022275823068,Medium,0.0
Slack,76.03282214041377,100.0,39.64982569086557,65.21867654599863,77.956653627935,70.14793718967121,2.0,1,Model_B,94.46998855958338,0,11.677956141957054,Medium,0.0
Discord,72.24113844635446,100.0,14.767152938772863,69.51683864373679,61.429806576562555,34.40366130430791,1.0,1,Model_A,38.989916041617015,0,24.643824272373152,High,0.0
WhatsApp,0.7391901444293025,61.767997408871864,84.57747680867304,19.808207907590774,494.4399569370929,90.24567839275512,1.0,0,Model_B,227.4016218546486,3,43.10891780565575,Medium,0.0
Uber,50.91354129215991,60.06435281535149,56.749350602660435,48.2299298619679,464.19638580086547,58.903622981002194,2.0,0,Model_A,233.70941772795152,1,17.11393538857856,Medium,1.0
Netflix,13.931948237804637,41.810969374169176,82.0630322702237,29.715377135190387,247.42106414842897,56.723584103434,1.0,1,Model_A,227.73314144478078,1,4.050217165552446,Medium,0.0
Uber,86.62270305786768,75.3825342109096,41.753240211418685,65.95692609100001,280.854852599807,55.42954393436078,1.2,0,Model_B,21.18806679886091,1,39.35881525833589,High,0.0
Spotify,87.15858828624066,100.0,77.75762321741276,72.53302368381112,429.3748479550526,11.204721927450445,2.0,0,Model_C,4.285669409701844,1,0.7759739442144173,Low,0.0
WhatsApp,41.8345807493758,68.87632588096011,35.82638890319578,47.57388300229875,332.20524011225905,79.04418663188605,2.0,1,Model_B,94.9823081816262,1,24.74539978415907,Medium,0.0
Google Maps,44.43956184510805,89.05190930874595,21.099120115279757,43.821059507291935,375.1208534586015,57.21136387795853,2.0,0,Model_A,197.7847599427487,1,38.834554249426446,High,1.0
Spotify,30.32829394045271,20.880522330734912,26.253416061805673,42.30358567146397,405.0646371437877,5.351917546236818,2.0,1,Model_B,128.26582014335136,0,27.189198633720924,Medium,0.0
Spotify,71.6606298960031,39.21941183050434,41.125708856740204,64.97542558581947,247.31072375902573,85.03604574536038,1.2,0,Model_A,98.89763423124029,1,44.64782097949302,Medium,0.0
Slack,35.86613630264591,100.0,71.0888030627026,45.6534454883637,499.093960259825,72.94581604399883,1.2,1,Model_C,157.0164030009929,2,1.4392323972591008,Medium,1.0
Amazon,26.779247452263377,100.0,39.86261133894265,31.938610610460167,321.7228653488334,28.88891799770438,1.2,0,Model_B,185.4404404162555,3,45.20659866177823,Low,0.0
Instagram,43.22310595045082,90.78507960765218,84.11269918750695,45.391763294221825,324.34444885716397,28.60392707857582,2.0,1,Model_C,90.14840049713843,1,35.98622741629365,Medium,0.0
WhatsApp,9.148751838745872,31.89984857017268,28.829844969123204,28.255630808832215,72.21510984378699,50.471602851974964,1.1,0,Model_A,19.675888598016993,2,15.72265262755348,High,0.0
Spotify,74.66032046442038,100.0,51.36420517781192,60.30261619954035,505.7214526134225,0.7231802099224249,1.2,0,Model_C,226.19010124057232,1,30.12773780529823,Medium,0.0
Instagram,1.2596401271786961,17.655646876886678,100.0,23.59699914159601,36.237073821041406,80.96206649512474,2.0,1,Model_B,132.70627854727744,1,26.97519355899759,Medium,0.0
Instagram,64.4485061520594,100.0,67.42966818664823,58.12956301743266,504.645811634805,94.20454803734815,2.0,0,Model_B,39.822406720214545,1,43.702470541311165,High,1.0
WhatsApp,18.28645267548724,21.90255471393516,64.40332470085626,33.79075814607553,466.20957963667945,44.66023234326437,2.0,0,Model_A,49.44874683156839,0,19.81474351007462,Low,0.0
Amazon,23.240404621441314,81.68346450752642,12.862651169941692,34.59665295704012,438.4871791029332,53.65741242090777,1.2,1,Model_B,165.42325017313883,2,4.775135107181219,High,0.0
Snapchat,63.56319986400399,100.0,9.118313708118983,62.37039917191333,344.8825314592113,80.97847605858097,1.2,1,Model_B,1.711733616638389,0,3.297313285485698,High,0.0
Lyft,99.29434657829071,100.0,47.804604975417504,75.70087794821161,311.7353417084598,27.759896473476765,1.1,1,Model_B,179.60492207431435,0,19.855544477798993,Medium,0.0
Netflix,77.77174890725507,100.0,100.0,67.65026021714009,510.2694489667541,49.173048061980175,1.2,1,Model_A,231.8714488181104,0,47.31297562900833,High,0.0
Lyft,22.5839632223392,96.51080043422948,36.35496105047459,29.01568209829242,498.6867129397855,11.099405337260816,1.1,0,Model_C,146.4333600583307,2,29.706884937903023,High,0.0
Uber,17.60247550411338,60.706680969066696,75.05546637832695,31.82010018274625,415.65853882104875,70.19077423792078,1.1,0,Model_C,178.70836726510495,1,35.60680489463394,Low,0.0
Google Maps,86.62328702676703,100.0,100.0,72.95743196964838,44.473075710697515,79.28549801434046,1.2,0,Model_B,196.4140161529047,0,46.200093486551516,Medium,0.0
Netflix,44.41839479215043,46.67894748852029,100.0,45.795792187124086,190.5493056277748,6.690563805938776,2.0,1,Model_B,161.5606852283568,1,31.83004053657208,Low,0.0
Uber,13.705280282815547,11.467790260272388,100.0,25.871776495063468,443.35503863766354,88.24194995725611,1.2,1,Model_B,127.4871112563533,0,28.89367397428728,High,0.0
Spotify,86.2211423321938,100.0,90.72054557908271,70.75658738432688,359.69040643931265,37.451946961007266,1.1,0,Model_A,192.40104878279814,2,9.045253806312294,Medium,0.0
